crop_path                                                                       , digit, rotation_deg, source_crop_path
data\bead_crops\from_video_dedup\augmented\C0023_frame000500_tag0_bead2_aug1.jpg,     7,          6.1, data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000500_tag0_bead3_aug1.jpg,     7,         11.2, data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000600_tag3_bead1_aug1.jpg,     7,        349.1, data\bead_crops\from_video_dedup\C0023_frame000600_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000600_tag3_bead3_aug1.jpg,     7,        347.3, data\bead_crops\from_video_dedup\C0023_frame000600_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000725_tag0_bead2_aug1.jpg,     7,        354.4, data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000725_tag0_bead3_aug1.jpg,     7,        345.8, data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000950_tag0_bead1_aug1.jpg,     7,        353.4, data\bead_crops\from_video_dedup\C0023_frame000950_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001025_tag1_bead3_aug1.jpg,     7,        355.2, data\bead_crops\from_video_dedup\C0023_frame001025_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000975_tag4_bead1_aug1.jpg,     7,        346.9, data\bead_crops\from_video_dedup\C0023_frame000975_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001025_tag1_bead2_aug1.jpg,     7,        345.7, data\bead_crops\from_video_dedup\C0023_frame001025_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001100_tag1_bead3_aug1.jpg,     7,         11.6, data\bead_crops\from_video_dedup\C0023_frame001100_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001150_tag2_bead2_aug1.jpg,     7,        348.5, data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001150_tag2_bead3_aug1.jpg,     7,          1.3, data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001225_tag1_bead1_aug1.jpg,     7,          9.6, data\bead_crops\from_video_dedup\C0023_frame001225_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001400_tag3_bead0_aug1.jpg,     7,        348.0, data\bead_crops\from_video_dedup\C0023_frame001400_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001350_tag2_bead3_aug1.jpg,     7,          0.6, data\bead_crops\from_video_dedup\C0023_frame001350_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001450_tag4_bead1_aug1.jpg,     7,          8.5, data\bead_crops\from_video_dedup\C0023_frame001450_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001575_tag1_bead3_aug1.jpg,     7,          5.8, data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001575_tag1_bead1_aug1.jpg,     7,        355.5, data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001600_tag2_bead1_aug1.jpg,     7,         10.6, data\bead_crops\from_video_dedup\C0023_frame001600_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001625_tag3_bead1_aug1.jpg,     7,        347.5, data\bead_crops\from_video_dedup\C0023_frame001625_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001700_tag3_bead2_aug1.jpg,     7,        346.1, data\bead_crops\from_video_dedup\C0023_frame001700_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001800_tag4_bead2_aug1.jpg,     7,         14.4, data\bead_crops\from_video_dedup\C0023_frame001800_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001850_tag4_bead2_aug1.jpg,     7,        348.7, data\bead_crops\from_video_dedup\C0023_frame001850_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001950_tag4_bead2_aug1.jpg,     7,          5.2, data\bead_crops\from_video_dedup\C0023_frame001950_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002150_tag2_bead3_aug1.jpg,     7,        347.3, data\bead_crops\from_video_dedup\C0023_frame002150_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002225_tag2_bead0_aug1.jpg,     7,        353.6, data\bead_crops\from_video_dedup\C0023_frame002225_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002225_tag2_bead3_aug1.jpg,     7,        352.8, data\bead_crops\from_video_dedup\C0023_frame002225_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002325_tag3_bead2_aug1.jpg,     7,         12.3, data\bead_crops\from_video_dedup\C0023_frame002325_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002375_tag4_bead2_aug1.jpg,     7,          0.6, data\bead_crops\from_video_dedup\C0023_frame002375_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002400_tag3_bead3_aug1.jpg,     7,        348.0, data\bead_crops\from_video_dedup\C0023_frame002400_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002475_tag4_bead0_aug1.jpg,     7,        355.9, data\bead_crops\from_video_dedup\C0023_frame002475_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002500_tag3_bead2_aug1.jpg,     7,        359.1, data\bead_crops\from_video_dedup\C0023_frame002500_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003150_tag3_bead3_aug1.jpg,     7,        355.7, data\bead_crops\from_video_dedup\C0023_frame003150_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002575_tag3_bead0_aug1.jpg,     7,          1.3, data\bead_crops\from_video_dedup\C0023_frame002575_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002700_tag4_bead0_aug1.jpg,     7,          6.2, data\bead_crops\from_video_dedup\C0023_frame002700_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002775_tag4_bead0_aug1.jpg,     7,          5.4, data\bead_crops\from_video_dedup\C0023_frame002775_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002875_tag4_bead1_aug1.jpg,     7,         10.7, data\bead_crops\from_video_dedup\C0023_frame002875_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002825_tag3_bead0_aug1.jpg,     7,        351.0, data\bead_crops\from_video_dedup\C0023_frame002825_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003000_tag4_bead3_aug1.jpg,     7,        348.1, data\bead_crops\from_video_dedup\C0023_frame003000_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002975_tag4_bead0_aug1.jpg,     7,        345.3, data\bead_crops\from_video_dedup\C0023_frame002975_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003075_tag2_bead1_aug1.jpg,     7,         14.5, data\bead_crops\from_video_dedup\C0023_frame003075_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003225_tag2_bead1_aug1.jpg,     7,          2.6, data\bead_crops\from_video_dedup\C0023_frame003225_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003625_tag2_bead3_aug1.jpg,     7,          5.8, data\bead_crops\from_video_dedup\C0023_frame003625_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003600_tag0_bead1_aug1.jpg,     7,          3.0, data\bead_crops\from_video_dedup\C0023_frame003600_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003825_tag2_bead3_aug1.jpg,     7,        356.0, data\bead_crops\from_video_dedup\C0023_frame003825_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003750_tag3_bead3_aug1.jpg,     7,          9.2, data\bead_crops\from_video_dedup\C0023_frame003750_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004125_tag4_bead3_aug1.jpg,     7,        358.2, data\bead_crops\from_video_dedup\C0023_frame004125_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004475_tag2_bead3_aug1.jpg,     7,        355.5, data\bead_crops\from_video_dedup\C0023_frame004475_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004550_tag1_bead3_aug1.jpg,     7,          0.0, data\bead_crops\from_video_dedup\C0023_frame004550_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004850_tag3_bead3_aug1.jpg,     7,        353.0, data\bead_crops\from_video_dedup\C0023_frame004850_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006650_tag4_bead3_aug1.jpg,     7,          1.0, data\bead_crops\from_video_dedup\C0023_frame006650_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006250_tag1_bead3_aug1.jpg,     7,        352.8, data\bead_crops\from_video_dedup\C0023_frame006250_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006675_tag4_bead3_aug1.jpg,     7,        350.8, data\bead_crops\from_video_dedup\C0023_frame006675_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame007275_tag4_bead1_aug1.jpg,     7,         10.7, data\bead_crops\from_video_dedup\C0023_frame007275_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame007400_tag4_bead1_aug1.jpg,     7,          3.5, data\bead_crops\from_video_dedup\C0023_frame007400_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame007425_tag4_bead1_aug1.jpg,     7,        345.6, data\bead_crops\from_video_dedup\C0023_frame007425_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001550_tag3_bead0_aug1.jpg,     7,        352.1, data\bead_crops\from_video_dedup\C0025_frame001550_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001725_tag2_bead0_aug1.jpg,     7,          8.5, data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001725_tag2_bead2_aug1.jpg,     7,        355.6, data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001950_tag1_bead0_aug1.jpg,     7,        359.9, data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001950_tag1_bead1_aug1.jpg,     7,         12.3, data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001975_tag2_bead1_aug1.jpg,     7,          4.4, data\bead_crops\from_video_dedup\C0025_frame001975_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002000_tag1_bead0_aug1.jpg,     7,          6.4, data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002000_tag1_bead3_aug1.jpg,     7,        353.2, data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002025_tag2_bead0_aug1.jpg,     7,        347.3, data\bead_crops\from_video_dedup\C0025_frame002025_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002250_tag2_bead3_aug1.jpg,     7,          3.2, data\bead_crops\from_video_dedup\C0025_frame002250_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002250_tag2_bead1_aug1.jpg,     7,          5.6, data\bead_crops\from_video_dedup\C0025_frame002250_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002400_tag1_bead4_aug1.jpg,     7,         10.2, data\bead_crops\from_video_dedup\C0025_frame002400_tag1_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002375_tag2_bead2_aug1.jpg,     7,        352.9, data\bead_crops\from_video_dedup\C0025_frame002375_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002525_tag0_bead0_aug1.jpg,     7,        347.2, data\bead_crops\from_video_dedup\C0025_frame002525_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002475_tag0_bead4_aug1.jpg,     7,        357.2, data\bead_crops\from_video_dedup\C0025_frame002475_tag0_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002500_tag0_bead4_aug1.jpg,     7,        349.2, data\bead_crops\from_video_dedup\C0025_frame002500_tag0_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002525_tag0_bead4_aug1.jpg,     7,        357.4, data\bead_crops\from_video_dedup\C0025_frame002525_tag0_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002550_tag0_bead1_aug1.jpg,     7,        357.2, data\bead_crops\from_video_dedup\C0025_frame002550_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002675_tag0_bead3_aug1.jpg,     7,         11.4, data\bead_crops\from_video_dedup\C0025_frame002675_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002675_tag0_bead1_aug1.jpg,     7,          9.9, data\bead_crops\from_video_dedup\C0025_frame002675_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002700_tag1_bead3_aug1.jpg,     7,         10.9, data\bead_crops\from_video_dedup\C0025_frame002700_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002775_tag5_bead0_aug1.jpg,     7,          4.2, data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002775_tag5_bead3_aug1.jpg,     7,         13.6, data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002975_tag1_bead0_aug1.jpg,     7,        347.6, data\bead_crops\from_video_dedup\C0025_frame002975_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002975_tag1_bead3_aug1.jpg,     7,        347.4, data\bead_crops\from_video_dedup\C0025_frame002975_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003050_tag1_bead0_aug1.jpg,     7,          0.6, data\bead_crops\from_video_dedup\C0025_frame003050_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003075_tag1_bead2_aug1.jpg,     7,        354.4, data\bead_crops\from_video_dedup\C0025_frame003075_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003075_tag1_bead3_aug1.jpg,     7,        348.5, data\bead_crops\from_video_dedup\C0025_frame003075_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003125_tag3_bead0_aug1.jpg,     7,         11.1, data\bead_crops\from_video_dedup\C0025_frame003125_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000000_tag1_bead1_aug0.jpg,     8,          3.7, data\bead_crops\from_video_dedup\C0021_frame000000_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000100_tag0_bead2_aug0.jpg,     8,          8.4, data\bead_crops\from_video_dedup\C0021_frame000100_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000150_tag1_bead1_aug0.jpg,     8,        359.3, data\bead_crops\from_video_dedup\C0021_frame000150_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000350_tag1_bead1_aug0.jpg,     8,         14.2, data\bead_crops\from_video_dedup\C0021_frame000350_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000425_tag1_bead2_aug0.jpg,     8,        359.5, data\bead_crops\from_video_dedup\C0021_frame000425_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000500_tag2_bead3_aug0.jpg,     8,        352.1, data\bead_crops\from_video_dedup\C0021_frame000500_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000525_tag2_bead3_aug0.jpg,     8,         10.4, data\bead_crops\from_video_dedup\C0021_frame000525_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000550_tag2_bead3_aug0.jpg,     8,          0.8, data\bead_crops\from_video_dedup\C0021_frame000550_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000575_tag0_bead3_aug0.jpg,     8,        351.4, data\bead_crops\from_video_dedup\C0021_frame000575_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000600_tag1_bead2_aug0.jpg,     8,          5.1, data\bead_crops\from_video_dedup\C0021_frame000600_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000650_tag0_bead3_aug0.jpg,     8,          0.4, data\bead_crops\from_video_dedup\C0021_frame000650_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000675_tag0_bead3_aug0.jpg,     8,          1.1, data\bead_crops\from_video_dedup\C0021_frame000675_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000700_tag0_bead3_aug0.jpg,     8,          3.7, data\bead_crops\from_video_dedup\C0021_frame000700_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000725_tag0_bead3_aug0.jpg,     8,          1.1, data\bead_crops\from_video_dedup\C0021_frame000725_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000750_tag0_bead3_aug0.jpg,     8,          3.0, data\bead_crops\from_video_dedup\C0021_frame000750_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000800_tag2_bead3_aug0.jpg,     8,        353.8, data\bead_crops\from_video_dedup\C0021_frame000800_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000850_tag1_bead3_aug0.jpg,     8,        346.3, data\bead_crops\from_video_dedup\C0021_frame000850_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000900_tag1_bead3_aug0.jpg,     8,        347.4, data\bead_crops\from_video_dedup\C0021_frame000900_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame000950_tag0_bead3_aug0.jpg,     8,        346.6, data\bead_crops\from_video_dedup\C0021_frame000950_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001050_tag0_bead3_aug0.jpg,     8,          3.4, data\bead_crops\from_video_dedup\C0021_frame001050_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001125_tag1_bead2_aug0.jpg,     8,        359.5, data\bead_crops\from_video_dedup\C0021_frame001125_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001150_tag1_bead2_aug0.jpg,     8,          8.7, data\bead_crops\from_video_dedup\C0021_frame001150_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001250_tag0_bead2_aug0.jpg,     8,        354.9, data\bead_crops\from_video_dedup\C0021_frame001250_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001350_tag1_bead2_aug0.jpg,     8,        345.6, data\bead_crops\from_video_dedup\C0021_frame001350_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001400_tag1_bead1_aug0.jpg,     8,          6.3, data\bead_crops\from_video_dedup\C0021_frame001400_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001425_tag0_bead2_aug0.jpg,     8,         13.8, data\bead_crops\from_video_dedup\C0021_frame001425_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001475_tag0_bead0_aug0.jpg,     8,        349.1, data\bead_crops\from_video_dedup\C0021_frame001475_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001525_tag0_bead0_aug0.jpg,     8,        351.1, data\bead_crops\from_video_dedup\C0021_frame001525_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001625_tag0_bead0_aug0.jpg,     8,        351.0, data\bead_crops\from_video_dedup\C0021_frame001625_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001675_tag0_bead0_aug0.jpg,     8,          7.7, data\bead_crops\from_video_dedup\C0021_frame001675_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001700_tag0_bead0_aug0.jpg,     8,          5.7, data\bead_crops\from_video_dedup\C0021_frame001700_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001775_tag0_bead0_aug0.jpg,     8,          9.7, data\bead_crops\from_video_dedup\C0021_frame001775_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame001925_tag0_bead0_aug0.jpg,     8,          0.1, data\bead_crops\from_video_dedup\C0021_frame001925_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002025_tag0_bead0_aug0.jpg,     8,        358.3, data\bead_crops\from_video_dedup\C0021_frame002025_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002075_tag0_bead0_aug0.jpg,     8,        348.0, data\bead_crops\from_video_dedup\C0021_frame002075_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002125_tag0_bead0_aug0.jpg,     8,          1.6, data\bead_crops\from_video_dedup\C0021_frame002125_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002175_tag1_bead0_aug0.jpg,     8,        347.9, data\bead_crops\from_video_dedup\C0021_frame002175_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002300_tag1_bead0_aug0.jpg,     8,        352.8, data\bead_crops\from_video_dedup\C0021_frame002300_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002350_tag1_bead0_aug0.jpg,     8,        353.0, data\bead_crops\from_video_dedup\C0021_frame002350_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002500_tag1_bead0_aug0.jpg,     8,        356.7, data\bead_crops\from_video_dedup\C0021_frame002500_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002600_tag0_bead0_aug0.jpg,     8,          2.1, data\bead_crops\from_video_dedup\C0021_frame002600_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002625_tag1_bead0_aug0.jpg,     8,         14.7, data\bead_crops\from_video_dedup\C0021_frame002625_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002675_tag0_bead0_aug0.jpg,     8,        348.6, data\bead_crops\from_video_dedup\C0021_frame002675_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame002800_tag1_bead0_aug0.jpg,     8,        347.9, data\bead_crops\from_video_dedup\C0021_frame002800_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003050_tag1_bead0_aug0.jpg,     8,        351.6, data\bead_crops\from_video_dedup\C0021_frame003050_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003350_tag1_bead0_aug0.jpg,     8,          1.5, data\bead_crops\from_video_dedup\C0021_frame003350_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003325_tag0_bead0_aug0.jpg,     8,         12.4, data\bead_crops\from_video_dedup\C0021_frame003325_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003450_tag0_bead0_aug0.jpg,     8,        355.5, data\bead_crops\from_video_dedup\C0021_frame003450_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003500_tag1_bead0_aug0.jpg,     8,        358.2, data\bead_crops\from_video_dedup\C0021_frame003500_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003525_tag1_bead0_aug0.jpg,     8,        347.7, data\bead_crops\from_video_dedup\C0021_frame003525_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003550_tag0_bead0_aug0.jpg,     8,         13.1, data\bead_crops\from_video_dedup\C0021_frame003550_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003575_tag0_bead0_aug0.jpg,     8,          9.8, data\bead_crops\from_video_dedup\C0021_frame003575_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003600_tag0_bead0_aug0.jpg,     8,        357.3, data\bead_crops\from_video_dedup\C0021_frame003600_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003725_tag2_bead0_aug0.jpg,     8,          7.2, data\bead_crops\from_video_dedup\C0021_frame003725_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003825_tag2_bead0_aug0.jpg,     8,        355.8, data\bead_crops\from_video_dedup\C0021_frame003825_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame003925_tag2_bead0_aug0.jpg,     8,        357.7, data\bead_crops\from_video_dedup\C0021_frame003925_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame004800_tag2_bead0_aug0.jpg,     8,          3.9, data\bead_crops\from_video_dedup\C0021_frame004800_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame004225_tag1_bead0_aug0.jpg,     8,         11.3, data\bead_crops\from_video_dedup\C0021_frame004225_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame004525_tag1_bead0_aug0.jpg,     8,         12.5, data\bead_crops\from_video_dedup\C0021_frame004525_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame004475_tag1_bead0_aug0.jpg,     8,          2.2, data\bead_crops\from_video_dedup\C0021_frame004475_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame004875_tag0_bead0_aug0.jpg,     8,        345.9, data\bead_crops\from_video_dedup\C0021_frame004875_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame005125_tag0_bead0_aug0.jpg,     8,          7.1, data\bead_crops\from_video_dedup\C0021_frame005125_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame005175_tag1_bead0_aug0.jpg,     8,          5.4, data\bead_crops\from_video_dedup\C0021_frame005175_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame005300_tag1_bead0_aug0.jpg,     8,          4.5, data\bead_crops\from_video_dedup\C0021_frame005300_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame005325_tag1_bead0_aug0.jpg,     8,          8.0, data\bead_crops\from_video_dedup\C0021_frame005325_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame005450_tag1_bead0_aug0.jpg,     8,          9.6, data\bead_crops\from_video_dedup\C0021_frame005450_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame005475_tag0_bead0_aug0.jpg,     8,          2.3, data\bead_crops\from_video_dedup\C0021_frame005475_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame005825_tag0_bead0_aug0.jpg,     8,        346.8, data\bead_crops\from_video_dedup\C0021_frame005825_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0021_frame005700_tag1_bead0_aug0.jpg,     8,          4.6, data\bead_crops\from_video_dedup\C0021_frame005700_tag1_bead0.jpg
