crop_path,digit,rotation_deg
data\bead_crops\from_video_dedup\C0023_frame005200_tag1_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005150_tag2_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005050_tag0_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005200_tag1_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005200_tag1_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005075_tag2_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005225_tag3_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005050_tag4_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005225_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005075_tag2_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005150_tag1_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005125_tag2_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005175_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005175_tag2_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006650_tag4_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame005325_tag2_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005225_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005225_tag3_bead1.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame005250_tag0_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005250_tag0_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005275_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005625_tag3_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005275_tag3_bead3.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005300_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005300_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005325_tag2_bead2.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005350_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005325_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005325_tag3_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005350_tag1_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005350_tag1_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005350_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005600_tag1_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag4_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005375_tag4_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005375_tag4_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005375_tag4_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005375_tag4_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005450_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005400_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag3_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag3_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005425_tag4_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead2.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005450_tag1_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005450_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005450_tag2_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005450_tag2_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005450_tag2_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005450_tag3_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005475_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005500_tag1_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005475_tag3_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005475_tag3_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005475_tag3_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005475_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005475_tag3_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005500_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005525_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005500_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005500_tag0_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005500_tag0_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005575_tag2_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005525_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005525_tag0_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005525_tag0_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005575_tag2_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005575_tag3_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005550_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005600_tag0_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005600_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005575_tag1_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005575_tag2_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005575_tag2_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005575_tag3_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005575_tag3_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005675_tag2_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag0_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005625_tag0_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005625_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005625_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005625_tag1_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005650_tag0_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005650_tag0_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005650_tag0_bead4.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag4_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005675_tag3_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005625_tag4_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005750_tag2_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005650_tag2_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005750_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005825_tag0_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005675_tag1_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame005675_tag3_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005675_tag4_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005700_tag2_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005700_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005750_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005750_tag0_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005800_tag2_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005700_tag3_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005700_tag3_bead1.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006150_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005800_tag3_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005850_tag0_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005800_tag2_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005725_tag5_bead1.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005925_tag4_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005750_tag0_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005825_tag2_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005775_tag0_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005800_tag2_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005825_tag4_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005825_tag4_bead2.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame005800_tag2_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005850_tag1_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005875_tag3_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005825_tag0_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005850_tag0_bead4.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag4_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005900_tag4_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005850_tag0_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005850_tag2_bead1.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005850_tag3_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005900_tag0_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006650_tag4_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005875_tag0_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006050_tag1_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005875_tag2_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005875_tag3_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005875_tag4_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005875_tag4_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005900_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005900_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005900_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006000_tag4_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005900_tag2_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005925_tag2_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag0_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006050_tag3_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag4_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005950_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005925_tag2_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006050_tag3_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame005950_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005950_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag4_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag1_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag1_bead2.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag3_bead2.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame005975_tag4_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006000_tag3_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006000_tag3_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006025_tag0_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006050_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006050_tag3_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006050_tag3_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006025_tag4_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006050_tag2_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag3_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006100_tag3_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006150_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006075_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag2_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006075_tag2_bead4.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006075_tag3_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006075_tag3_bead1.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame006150_tag3_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag3_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006100_tag0_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006100_tag0_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006100_tag1_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006225_tag3_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag0_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag1_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag2_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006150_tag3_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006125_tag3_bead3.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag1_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006150_tag1_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag4_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006150_tag3_bead3.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006150_tag3_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006225_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag1_bead2.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag2_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag2_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag2_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006200_tag1_bead3.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006175_tag4_bead4.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006200_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006200_tag0_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006200_tag0_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006200_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006200_tag1_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag3_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006225_tag0_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006225_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006225_tag1_bead3.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag2_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag3_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag0_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag0_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag1_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag2_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag2_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006275_tag3_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag2_bead3.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag4_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag0_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006250_tag4_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006275_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006300_tag3_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006275_tag2_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006275_tag3_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006275_tag3_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006275_tag3_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006275_tag3_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006300_tag0_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006300_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006300_tag0_bead2.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006300_tag0_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006325_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006350_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006450_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006425_tag1_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006300_tag3_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006300_tag4_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006350_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006325_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006350_tag4_bead0.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006325_tag1_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006325_tag1_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006375_tag4_bead4.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006350_tag2_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006350_tag2_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006350_tag3_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006350_tag4_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006350_tag3_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006400_tag3_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame006375_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006375_tag1_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006400_tag2_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006375_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006400_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006575_tag0_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006550_tag0_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006625_tag1_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006400_tag2_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006400_tag2_bead2.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006425_tag3_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006475_tag4_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006425_tag0_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006425_tag0_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006525_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006575_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006475_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006425_tag2_bead2.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006475_tag2_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006450_tag0_bead0.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006500_tag2_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006475_tag2_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006450_tag2_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006500_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006475_tag4_bead4.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006450_tag4_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006475_tag0_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006500_tag2_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006475_tag4_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006500_tag0_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006500_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006600_tag3_bead4.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006575_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006525_tag1_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006525_tag2_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006575_tag4_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006575_tag4_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006525_tag2_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006525_tag4_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006550_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006550_tag3_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006575_tag0_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006575_tag2_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006700_tag5_bead0.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006575_tag4_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag4_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006650_tag4_bead1.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag4_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006600_tag2_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame006600_tag2_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006725_tag1_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006975_tag4_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006600_tag4_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006625_tag0_bead1.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag0_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006625_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag1_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006825_tag3_bead0.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006625_tag3_bead0.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006625_tag3_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006725_tag3_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag0_bead1.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag1_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag1_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006725_tag0_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag2_bead0.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame006825_tag0_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006750_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006675_tag4_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame006725_tag0_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006750_tag3_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame006700_tag1_bead3.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006800_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame006950_tag4_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006700_tag3_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006700_tag5_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame006725_tag1_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame006975_tag4_bead2.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame006725_tag4_bead1.jpg,3,0
