crop_path,pred_text,score
data\bead_crops\from_video_dedup\C0023_frame004075_tag2_bead0.jpg,2,0.165
data\bead_crops\from_video_dedup\C0023_frame004075_tag2_bead3.jpg,®,0.1218
data\bead_crops\from_video_dedup\C0023_frame004150_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004100_tag0_bead0.jpg,3,0.7392
data\bead_crops\from_video_dedup\C0023_frame004100_tag0_bead1.jpg,6,0.1213
data\bead_crops\from_video_dedup\C0023_frame004125_tag1_bead2.jpg,®,0.4904
data\bead_crops\from_video_dedup\C0023_frame004200_tag3_bead1.jpg,G,0.3099
data\bead_crops\from_video_dedup\C0023_frame004125_tag1_bead0.jpg,0,0.1483
data\bead_crops\from_video_dedup\C0023_frame004150_tag3_bead2.jpg,3,0.2139
data\bead_crops\from_video_dedup\C0023_frame004125_tag1_bead4.jpg,8,0.1181
data\bead_crops\from_video_dedup\C0023_frame004125_tag2_bead0.jpg,9,0.1478
data\bead_crops\from_video_dedup\C0023_frame004200_tag3_bead0.jpg,0,0.2179
data\bead_crops\from_video_dedup\C0023_frame004125_tag4_bead3.jpg,日,0.1199
data\bead_crops\from_video_dedup\C0023_frame004150_tag0_bead2.jpg,0,0.1712
data\bead_crops\from_video_dedup\C0023_frame004150_tag0_bead4.jpg,O,0.3382
data\bead_crops\from_video_dedup\C0023_frame004175_tag1_bead0.jpg,O,0.4372
data\bead_crops\from_video_dedup\C0023_frame004150_tag4_bead2.jpg,2,0.0602
data\bead_crops\from_video_dedup\C0023_frame004150_tag4_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004175_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004175_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004175_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004175_tag1_bead4.jpg,®,0.1931
data\bead_crops\from_video_dedup\C0023_frame004175_tag3_bead0.jpg,8,0.1925
data\bead_crops\from_video_dedup\C0023_frame004175_tag4_bead1.jpg,C,0.2092
data\bead_crops\from_video_dedup\C0023_frame004200_tag0_bead0.jpg,0,0.477
data\bead_crops\from_video_dedup\C0023_frame004200_tag1_bead1.jpg,O,0.3545
data\bead_crops\from_video_dedup\C0023_frame004200_tag1_bead2.jpg,O,0.1198
data\bead_crops\from_video_dedup\C0023_frame004200_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004200_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004225_tag2_bead2.jpg,6,0.9078
data\bead_crops\from_video_dedup\C0023_frame004225_tag2_bead4.jpg,4,0.1817
data\bead_crops\from_video_dedup\C0023_frame004225_tag1_bead1.jpg,0,0.1336
data\bead_crops\from_video_dedup\C0023_frame004225_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004225_tag2_bead0.jpg,8,0.5129
data\bead_crops\from_video_dedup\C0023_frame004225_tag2_bead1.jpg,®,0.4954
data\bead_crops\from_video_dedup\C0023_frame004275_tag1_bead1.jpg,®,0.1917
data\bead_crops\from_video_dedup\C0023_frame004225_tag4_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004225_tag4_bead3.jpg,G,0.1248
data\bead_crops\from_video_dedup\C0023_frame004225_tag4_bead4.jpg,O,0.1114
data\bead_crops\from_video_dedup\C0023_frame004425_tag3_bead4.jpg,4,0.9813
data\bead_crops\from_video_dedup\C0023_frame004250_tag1_bead4.jpg,O,0.2199
data\bead_crops\from_video_dedup\C0023_frame004250_tag3_bead2.jpg,O,0.0523
data\bead_crops\from_video_dedup\C0023_frame004250_tag3_bead3.jpg,®,0.1525
data\bead_crops\from_video_dedup\C0023_frame004250_tag3_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004250_tag4_bead1.jpg,C,0.3397
data\bead_crops\from_video_dedup\C0023_frame004375_tag0_bead0.jpg,0,0.3502
data\bead_crops\from_video_dedup\C0023_frame004275_tag1_bead0.jpg,8,0.237
data\bead_crops\from_video_dedup\C0023_frame004300_tag1_bead1.jpg,®,0.3646
data\bead_crops\from_video_dedup\C0023_frame004275_tag3_bead1.jpg,G,0.345
data\bead_crops\from_video_dedup\C0023_frame004275_tag4_bead0.jpg,0,0.3821
data\bead_crops\from_video_dedup\C0023_frame004275_tag4_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004275_tag4_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004275_tag4_bead4.jpg,2,0.1619
data\bead_crops\from_video_dedup\C0023_frame004325_tag2_bead3.jpg,O,0.0876
data\bead_crops\from_video_dedup\C0023_frame004300_tag1_bead0.jpg,8,0.7085
data\bead_crops\from_video_dedup\C0023_frame004325_tag0_bead1.jpg,®,0.35
data\bead_crops\from_video_dedup\C0023_frame004350_tag1_bead0.jpg,0,0.1874
data\bead_crops\from_video_dedup\C0023_frame004475_tag3_bead3.jpg,O,0.5507
data\bead_crops\from_video_dedup\C0023_frame004500_tag3_bead4.jpg,0,0.123
data\bead_crops\from_video_dedup\C0023_frame004300_tag3_bead2.jpg,5,0.6673
data\bead_crops\from_video_dedup\C0023_frame004300_tag3_bead3.jpg,®,0.1246
data\bead_crops\from_video_dedup\C0023_frame004550_tag1_bead4.jpg,O,0.1017
data\bead_crops\from_video_dedup\C0023_frame004325_tag0_bead2.jpg,3,0.4664
data\bead_crops\from_video_dedup\C0023_frame004425_tag5_bead0.jpg,0,0.1539
data\bead_crops\from_video_dedup\C0023_frame004475_tag3_bead1.jpg,G,0.5214
data\bead_crops\from_video_dedup\C0023_frame004325_tag4_bead0.jpg,合,0.1228
data\bead_crops\from_video_dedup\C0023_frame004350_tag2_bead0.jpg,O,0.2142
data\bead_crops\from_video_dedup\C0023_frame004350_tag2_bead1.jpg,0,0.2649
data\bead_crops\from_video_dedup\C0023_frame004350_tag2_bead2.jpg,®,0.1128
data\bead_crops\from_video_dedup\C0023_frame004350_tag2_bead3.jpg,文,0.2452
data\bead_crops\from_video_dedup\C0023_frame004375_tag1_bead1.jpg,③,0.3446
data\bead_crops\from_video_dedup\C0023_frame004375_tag1_bead2.jpg,®,0.3201
data\bead_crops\from_video_dedup\C0023_frame004375_tag1_bead4.jpg,4,0.9772
data\bead_crops\from_video_dedup\C0023_frame004350_tag4_bead1.jpg,C,0.106
data\bead_crops\from_video_dedup\C0023_frame004525_tag0_bead0.jpg,8,0.4477
data\bead_crops\from_video_dedup\C0023_frame004375_tag4_bead0.jpg,O,0.4652
data\bead_crops\from_video_dedup\C0023_frame004375_tag4_bead1.jpg,O,0.1399
data\bead_crops\from_video_dedup\C0023_frame004375_tag4_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004375_tag4_bead3.jpg,小,0.1152
data\bead_crops\from_video_dedup\C0023_frame004450_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004400_tag2_bead1.jpg,C,0.2421
data\bead_crops\from_video_dedup\C0023_frame004525_tag1_bead4.jpg,O,0.2995
data\bead_crops\from_video_dedup\C0023_frame004650_tag0_bead3.jpg,日,0.1066
data\bead_crops\from_video_dedup\C0023_frame004625_tag0_bead0.jpg,0,0.229
data\bead_crops\from_video_dedup\C0023_frame004450_tag2_bead0.jpg,0,0.2045
data\bead_crops\from_video_dedup\C0023_frame004450_tag3_bead0.jpg,O,0.1205
data\bead_crops\from_video_dedup\C0023_frame004450_tag3_bead1.jpg,C,0.091
data\bead_crops\from_video_dedup\C0023_frame004450_tag3_bead2.jpg,D,0.4005
data\bead_crops\from_video_dedup\C0023_frame004475_tag2_bead3.jpg,Q,0.1117
data\bead_crops\from_video_dedup\C0023_frame004475_tag3_bead2.jpg,0,0.3629
data\bead_crops\from_video_dedup\C0023_frame004500_tag0_bead4.jpg,4,0.9781
data\bead_crops\from_video_dedup\C0023_frame004500_tag4_bead0.jpg,G,0.4816
data\bead_crops\from_video_dedup\C0023_frame004500_tag4_bead1.jpg,0,0.1223
data\bead_crops\from_video_dedup\C0023_frame004525_tag1_bead1.jpg,O,0.1193
data\bead_crops\from_video_dedup\C0023_frame004550_tag0_bead0.jpg,O,0.167
data\bead_crops\from_video_dedup\C0023_frame004550_tag1_bead3.jpg,Q,0.1086
data\bead_crops\from_video_dedup\C0023_frame004525_tag4_bead0.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004525_tag4_bead1.jpg,O,0.1793
data\bead_crops\from_video_dedup\C0023_frame004550_tag2_bead2.jpg,0,0.2776
data\bead_crops\from_video_dedup\C0023_frame004575_tag3_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004550_tag4_bead0.jpg,3,0.5601
data\bead_crops\from_video_dedup\C0023_frame004550_tag4_bead1.jpg,3,0.8795
data\bead_crops\from_video_dedup\C0023_frame004575_tag1_bead3.jpg,®,0.2713
data\bead_crops\from_video_dedup\C0023_frame004575_tag1_bead0.jpg,8,0.4326
data\bead_crops\from_video_dedup\C0023_frame004575_tag1_bead2.jpg,3,0.2405
data\bead_crops\from_video_dedup\C0023_frame004575_tag2_bead1.jpg,0,0.2147
data\bead_crops\from_video_dedup\C0023_frame004575_tag3_bead1.jpg,G,0.6127
data\bead_crops\from_video_dedup\C0023_frame004825_tag1_bead4.jpg,O,0.3597
data\bead_crops\from_video_dedup\C0023_frame004600_tag1_bead4.jpg,4,0.9655
data\bead_crops\from_video_dedup\C0023_frame004600_tag2_bead0.jpg,0,0.1556
data\bead_crops\from_video_dedup\C0023_frame004600_tag2_bead3.jpg,O,0.3581
data\bead_crops\from_video_dedup\C0023_frame004750_tag3_bead1.jpg,K,0.1312
data\bead_crops\from_video_dedup\C0023_frame004750_tag3_bead2.jpg,0,0.165
data\bead_crops\from_video_dedup\C0023_frame004600_tag4_bead0.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004625_tag1_bead0.jpg,8,0.2577
data\bead_crops\from_video_dedup\C0023_frame004775_tag0_bead1.jpg,3,0.6001
data\bead_crops\from_video_dedup\C0023_frame004625_tag1_bead2.jpg,8,0.21
data\bead_crops\from_video_dedup\C0023_frame004625_tag1_bead3.jpg,6,0.8755
data\bead_crops\from_video_dedup\C0023_frame004625_tag1_bead4.jpg,4,0.9719
data\bead_crops\from_video_dedup\C0023_frame004625_tag2_bead0.jpg,?,0.2421
data\bead_crops\from_video_dedup\C0023_frame004625_tag2_bead1.jpg,0,0.4282
data\bead_crops\from_video_dedup\C0023_frame004625_tag2_bead2.jpg,G,0.5181
data\bead_crops\from_video_dedup\C0023_frame004625_tag2_bead3.jpg,O,0.3918
data\bead_crops\from_video_dedup\C0023_frame004625_tag2_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004625_tag3_bead1.jpg,K,0.1604
data\bead_crops\from_video_dedup\C0023_frame004675_tag4_bead0.jpg,0,0.1504
data\bead_crops\from_video_dedup\C0023_frame004650_tag0_bead1.jpg,O,0.1205
data\bead_crops\from_video_dedup\C0023_frame004650_tag0_bead2.jpg,O,0.144
data\bead_crops\from_video_dedup\C0023_frame004750_tag1_bead1.jpg,3,0.6665
data\bead_crops\from_video_dedup\C0023_frame004650_tag2_bead0.jpg,G,0.2242
data\bead_crops\from_video_dedup\C0023_frame004650_tag2_bead1.jpg,9,0.4006
data\bead_crops\from_video_dedup\C0023_frame004650_tag2_bead2.jpg,0,0.5588
data\bead_crops\from_video_dedup\C0023_frame004650_tag2_bead3.jpg,O,0.3702
data\bead_crops\from_video_dedup\C0023_frame004650_tag2_bead4.jpg,9,0.7169
data\bead_crops\from_video_dedup\C0023_frame004650_tag4_bead1.jpg,0,0.0737
data\bead_crops\from_video_dedup\C0023_frame004650_tag4_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004700_tag1_bead0.jpg,0,0.1724
data\bead_crops\from_video_dedup\C0023_frame004675_tag1_bead1.jpg,9,0.7167
data\bead_crops\from_video_dedup\C0023_frame004700_tag1_bead2.jpg,0,0.7199
data\bead_crops\from_video_dedup\C0023_frame004700_tag1_bead3.jpg,0,0.5138
data\bead_crops\from_video_dedup\C0023_frame004700_tag1_bead4.jpg,9,0.6257
data\bead_crops\from_video_dedup\C0023_frame004675_tag2_bead0.jpg,8,0.2755
data\bead_crops\from_video_dedup\C0023_frame004675_tag4_bead1.jpg,Q,0.1683
data\bead_crops\from_video_dedup\C0023_frame004675_tag4_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004825_tag1_bead0.jpg,O,0.2453
data\bead_crops\from_video_dedup\C0023_frame004700_tag1_bead1.jpg,9,0.9216
data\bead_crops\from_video_dedup\C0023_frame004775_tag0_bead3.jpg,6,0.8841
data\bead_crops\from_video_dedup\C0023_frame004775_tag0_bead0.jpg,®,0.2869
data\bead_crops\from_video_dedup\C0023_frame004825_tag0_bead3.jpg,6,0.932
data\bead_crops\from_video_dedup\C0023_frame004750_tag2_bead0.jpg,0,0.7281
data\bead_crops\from_video_dedup\C0023_frame004800_tag2_bead3.jpg,0,0.6376
data\bead_crops\from_video_dedup\C0023_frame004725_tag4_bead1.jpg,2,0.1082
data\bead_crops\from_video_dedup\C0023_frame004725_tag4_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004775_tag2_bead0.jpg,9,0.9562
data\bead_crops\from_video_dedup\C0023_frame004775_tag2_bead4.jpg,9,0.7555
data\bead_crops\from_video_dedup\C0023_frame004750_tag3_bead0.jpg,®,0.281
data\bead_crops\from_video_dedup\C0023_frame004750_tag4_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame004750_tag4_bead2.jpg,2,0.0665
data\bead_crops\from_video_dedup\C0023_frame004800_tag1_bead3.jpg,4,0.9786
data\bead_crops\from_video_dedup\C0023_frame004775_tag1_bead1.jpg,飞,0.2134
data\bead_crops\from_video_dedup\C0023_frame004775_tag2_bead1.jpg,日,0.1887
data\bead_crops\from_video_dedup\C0023_frame005200_tag1_bead0.jpg,C,0.2594
data\bead_crops\from_video_dedup\C0023_frame004775_tag3_bead1.jpg,O,0.1412
data\bead_crops\from_video_dedup\C0023_frame004800_tag1_bead1.jpg,3,0.7144
data\bead_crops\from_video_dedup\C0023_frame004800_tag2_bead0.jpg,9,0.9653
data\bead_crops\from_video_dedup\C0023_frame004825_tag0_bead1.jpg,®,0.3034
data\bead_crops\from_video_dedup\C0023_frame004850_tag3_bead0.jpg,0,0.1395
data\bead_crops\from_video_dedup\C0023_frame004900_tag0_bead3.jpg,6,0.9162
data\bead_crops\from_video_dedup\C0023_frame004850_tag2_bead1.jpg,O,0.1973
data\bead_crops\from_video_dedup\C0023_frame004850_tag3_bead3.jpg,O,0.1141
data\bead_crops\from_video_dedup\C0023_frame004850_tag4_bead0.jpg,O,0.2754
data\bead_crops\from_video_dedup\C0023_frame004875_tag0_bead0.jpg,3,0.6113
data\bead_crops\from_video_dedup\C0023_frame004900_tag0_bead2.jpg,®,0.2736
data\bead_crops\from_video_dedup\C0023_frame004875_tag1_bead0.jpg,®,0.2227
data\bead_crops\from_video_dedup\C0023_frame004900_tag3_bead1.jpg,O,0.1322
data\bead_crops\from_video_dedup\C0023_frame004900_tag2_bead1.jpg,飞,0.232
data\bead_crops\from_video_dedup\C0023_frame004950_tag2_bead0.jpg,0,0.6773
data\bead_crops\from_video_dedup\C0023_frame004925_tag1_bead0.jpg,®,0.3575
data\bead_crops\from_video_dedup\C0023_frame004950_tag0_bead0.jpg,3,0.9107
data\bead_crops\from_video_dedup\C0023_frame004925_tag1_bead3.jpg,6,0.9059
data\bead_crops\from_video_dedup\C0023_frame004950_tag1_bead0.jpg,O,0.1492
data\bead_crops\from_video_dedup\C0023_frame004975_tag3_bead2.jpg,飞,0.2305
data\bead_crops\from_video_dedup\C0023_frame004975_tag0_bead4.jpg,4,0.7244
data\bead_crops\from_video_dedup\C0023_frame005000_tag1_bead0.jpg,®,0.2307
data\bead_crops\from_video_dedup\C0023_frame004975_tag0_bead1.jpg,3,0.3317
data\bead_crops\from_video_dedup\C0023_frame005000_tag1_bead2.jpg,6,0.7307
data\bead_crops\from_video_dedup\C0023_frame005000_tag1_bead3.jpg,®,0.3556
data\bead_crops\from_video_dedup\C0023_frame005075_tag1_bead4.jpg,9,0.6748
data\bead_crops\from_video_dedup\C0023_frame004975_tag3_bead1.jpg,0,0.1614
data\bead_crops\from_video_dedup\C0023_frame004975_tag4_bead0.jpg,O,0.2428
data\bead_crops\from_video_dedup\C0023_frame004975_tag4_bead1.jpg,O,0.0395
data\bead_crops\from_video_dedup\C0023_frame004975_tag4_bead2.jpg,P,0.0813
data\bead_crops\from_video_dedup\C0023_frame005100_tag0_bead1.jpg,9,0.9418
data\bead_crops\from_video_dedup\C0023_frame005075_tag1_bead0.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005000_tag1_bead1.jpg,3,0.4146
data\bead_crops\from_video_dedup\C0023_frame005000_tag1_bead4.jpg,4,0.588
data\bead_crops\from_video_dedup\C0023_frame005025_tag0_bead2.jpg,O,0.0901
data\bead_crops\from_video_dedup\C0023_frame005000_tag3_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005000_tag5_bead1.jpg,2,0.0439
data\bead_crops\from_video_dedup\C0023_frame005200_tag1_bead4.jpg,O,0.3614
data\bead_crops\from_video_dedup\C0023_frame005150_tag2_bead4.jpg,6,0.042
data\bead_crops\from_video_dedup\C0023_frame005025_tag4_bead1.jpg,O,0.0804
data\bead_crops\from_video_dedup\C0023_frame005050_tag0_bead3.jpg,0,0.7111
data\bead_crops\from_video_dedup\C0023_frame005200_tag1_bead2.jpg,O,0.138
data\bead_crops\from_video_dedup\C0023_frame005200_tag1_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005075_tag2_bead2.jpg,®,0.3706
data\bead_crops\from_video_dedup\C0023_frame005225_tag3_bead0.jpg,®,0.2572
data\bead_crops\from_video_dedup\C0023_frame005050_tag3_bead2.jpg,C,0.1467
data\bead_crops\from_video_dedup\C0023_frame005050_tag4_bead0.jpg,O,0.1836
data\bead_crops\from_video_dedup\C0023_frame005050_tag4_bead1.jpg,O,0.1713
data\bead_crops\from_video_dedup\C0023_frame005225_tag0_bead1.jpg,O,0.1273
data\bead_crops\from_video_dedup\C0023_frame005075_tag2_bead0.jpg,3,0.2182
data\bead_crops\from_video_dedup\C0023_frame005075_tag2_bead1.jpg,6,0.8679
data\bead_crops\from_video_dedup\C0023_frame005150_tag1_bead2.jpg,3,0.2367
data\bead_crops\from_video_dedup\C0023_frame005100_tag2_bead2.jpg,C,0.2474
data\bead_crops\from_video_dedup\C0023_frame005125_tag2_bead2.jpg,®,0.5038
data\bead_crops\from_video_dedup\C0023_frame005125_tag3_bead2.jpg,C,0.1896
data\bead_crops\from_video_dedup\C0023_frame005150_tag2_bead0.jpg,C,0.0709
data\bead_crops\from_video_dedup\C0023_frame005175_tag1_bead4.jpg,4,0.3134
data\bead_crops\from_video_dedup\C0023_frame005175_tag2_bead0.jpg,®,0.3154
data\bead_crops\from_video_dedup\C0023_frame006650_tag4_bead3.jpg,O,0.1365
data\bead_crops\from_video_dedup\C0023_frame005325_tag2_bead0.jpg,0,0.6202
data\bead_crops\from_video_dedup\C0023_frame005225_tag1_bead0.jpg,®,0.2834
data\bead_crops\from_video_dedup\C0023_frame005225_tag3_bead1.jpg,0,0.2032
data\bead_crops\from_video_dedup\C0023_frame005250_tag0_bead0.jpg,C,0.2671
data\bead_crops\from_video_dedup\C0023_frame005250_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005275_tag1_bead1.jpg,®,0.5066
data\bead_crops\from_video_dedup\C0023_frame005300_tag1_bead1.jpg,6,0.7538
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead3.jpg,0,0.6467
data\bead_crops\from_video_dedup\C0023_frame005625_tag3_bead0.jpg,®,0.3663
data\bead_crops\from_video_dedup\C0023_frame005275_tag3_bead3.jpg,C,0.0967
data\bead_crops\from_video_dedup\C0023_frame005300_tag0_bead4.jpg,O,0.6396
data\bead_crops\from_video_dedup\C0023_frame005300_tag1_bead0.jpg,®,0.2856
data\bead_crops\from_video_dedup\C0023_frame005325_tag2_bead2.jpg,?,0.2339
data\bead_crops\from_video_dedup\C0023_frame005350_tag0_bead1.jpg,?,0.1612
data\bead_crops\from_video_dedup\C0023_frame005325_tag1_bead4.jpg,Q,0.1244
data\bead_crops\from_video_dedup\C0023_frame005425_tag0_bead4.jpg,9,0.7524
data\bead_crops\from_video_dedup\C0023_frame005325_tag3_bead2.jpg,C,0.2192
data\bead_crops\from_video_dedup\C0023_frame005350_tag1_bead0.jpg,36,0.6463
data\bead_crops\from_video_dedup\C0023_frame005350_tag1_bead3.jpg,®,0.5555
data\bead_crops\from_video_dedup\C0023_frame005350_tag1_bead4.jpg,8,0.0879
data\bead_crops\from_video_dedup\C0023_frame005375_tag0_bead0.jpg,9,0.9117
data\bead_crops\from_video_dedup\C0023_frame005600_tag1_bead0.jpg,0,0.1403
data\bead_crops\from_video_dedup\C0023_frame005425_tag4_bead3.jpg,®,0.0767
data\bead_crops\from_video_dedup\C0023_frame005375_tag4_bead1.jpg,®,0.5065
data\bead_crops\from_video_dedup\C0023_frame005375_tag4_bead2.jpg,26,0.4293
data\bead_crops\from_video_dedup\C0023_frame005375_tag4_bead3.jpg,®,0.5847
data\bead_crops\from_video_dedup\C0023_frame005375_tag4_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005450_tag1_bead0.jpg,O,0.2215
data\bead_crops\from_video_dedup\C0023_frame005400_tag1_bead1.jpg,?,0.1987
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead0.jpg,®,0.4623
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead1.jpg,8G,0.2858
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead2.jpg,?,0.2363
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead3.jpg,8,0.1714
data\bead_crops\from_video_dedup\C0023_frame005400_tag3_bead4.jpg,®,0.2727
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead0.jpg,®,0.3738
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead2.jpg,®,0.2876
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead3.jpg,8,0.3368
data\bead_crops\from_video_dedup\C0023_frame005425_tag1_bead4.jpg,©,0.3009
data\bead_crops\from_video_dedup\C0023_frame005425_tag3_bead0.jpg,©,0.1741
data\bead_crops\from_video_dedup\C0023_frame005425_tag3_bead1.jpg,0,0.3193
data\bead_crops\from_video_dedup\C0023_frame005425_tag3_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005425_tag4_bead4.jpg,O,0.6352
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead1.jpg,9,0.7716
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead2.jpg,?,0.2022
data\bead_crops\from_video_dedup\C0023_frame005450_tag1_bead3.jpg,®,0.0638
data\bead_crops\from_video_dedup\C0023_frame005450_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005450_tag2_bead2.jpg,8,0.3138
data\bead_crops\from_video_dedup\C0023_frame005450_tag2_bead3.jpg,0,0.1819
data\bead_crops\from_video_dedup\C0023_frame005450_tag2_bead4.jpg,®,0.2521
data\bead_crops\from_video_dedup\C0023_frame005450_tag3_bead0.jpg,®,0.3805
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead0.jpg,0,0.6295
data\bead_crops\from_video_dedup\C0023_frame005475_tag0_bead5.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005475_tag1_bead0.jpg,O,0.2877
data\bead_crops\from_video_dedup\C0023_frame005500_tag1_bead2.jpg,?,0.268
data\bead_crops\from_video_dedup\C0023_frame005475_tag3_bead0.jpg,®,0.1985
data\bead_crops\from_video_dedup\C0023_frame005475_tag3_bead1.jpg,©,0.1731
data\bead_crops\from_video_dedup\C0023_frame005475_tag3_bead2.jpg,®,0.2194
data\bead_crops\from_video_dedup\C0023_frame005475_tag4_bead1.jpg,福,0.1262
data\bead_crops\from_video_dedup\C0023_frame005475_tag3_bead4.jpg,8,0.433
data\bead_crops\from_video_dedup\C0023_frame005500_tag0_bead0.jpg,®,0.2141
data\bead_crops\from_video_dedup\C0023_frame005525_tag0_bead1.jpg,0,0.1668
data\bead_crops\from_video_dedup\C0023_frame005500_tag0_bead2.jpg,@,0.1635
data\bead_crops\from_video_dedup\C0023_frame005500_tag0_bead3.jpg,福,0.1357
data\bead_crops\from_video_dedup\C0023_frame005500_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005575_tag2_bead3.jpg,®,0.1398
data\bead_crops\from_video_dedup\C0023_frame005500_tag3_bead5.jpg,2,0.2115
data\bead_crops\from_video_dedup\C0023_frame005525_tag0_bead0.jpg,®,0.2603
data\bead_crops\from_video_dedup\C0023_frame005525_tag0_bead2.jpg,福,0.134
data\bead_crops\from_video_dedup\C0023_frame005525_tag0_bead4.jpg,P,0.2059
data\bead_crops\from_video_dedup\C0023_frame005575_tag2_bead0.jpg,Q,0.1887
data\bead_crops\from_video_dedup\C0023_frame005525_tag2_bead2.jpg,C,0.195
data\bead_crops\from_video_dedup\C0023_frame005525_tag3_bead5.jpg,2,0.4296
data\bead_crops\from_video_dedup\C0023_frame005600_tag0_bead4.jpg,9,0.837
data\bead_crops\from_video_dedup\C0023_frame005575_tag3_bead1.jpg,0,0.1171
data\bead_crops\from_video_dedup\C0023_frame005550_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005600_tag0_bead0.jpg,0,0.484
data\bead_crops\from_video_dedup\C0023_frame005600_tag0_bead1.jpg,9,0.5586
data\bead_crops\from_video_dedup\C0023_frame005575_tag1_bead0.jpg,®,0.3396
data\bead_crops\from_video_dedup\C0023_frame005575_tag2_bead1.jpg,0,0.3204
data\bead_crops\from_video_dedup\C0023_frame005575_tag2_bead2.jpg,?,0.2004
data\bead_crops\from_video_dedup\C0023_frame005575_tag3_bead2.jpg,0,0.1637
data\bead_crops\from_video_dedup\C0023_frame005575_tag3_bead3.jpg,G,0.0615
data\bead_crops\from_video_dedup\C0023_frame005675_tag2_bead2.jpg,0,0.6855
data\bead_crops\from_video_dedup\C0023_frame005600_tag1_bead2.jpg,C,0.1083
data\bead_crops\from_video_dedup\C0023_frame006175_tag0_bead4.jpg,-,0.0698
data\bead_crops\from_video_dedup\C0023_frame005625_tag0_bead3.jpg,®,0.189
data\bead_crops\from_video_dedup\C0023_frame005625_tag0_bead4.jpg,O,0.6362
data\bead_crops\from_video_dedup\C0023_frame005625_tag1_bead0.jpg,®,0.1303
data\bead_crops\from_video_dedup\C0023_frame005625_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005650_tag0_bead0.jpg,0,0.5345
data\bead_crops\from_video_dedup\C0023_frame005650_tag0_bead1.jpg,?,0.1616
data\bead_crops\from_video_dedup\C0023_frame005650_tag0_bead4.jpg,9,0.5378
data\bead_crops\from_video_dedup\C0023_frame005975_tag4_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005675_tag3_bead1.jpg,0,0.4532
data\bead_crops\from_video_dedup\C0023_frame005625_tag4_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame005625_tag4_bead3.jpg,e,0.1104
data\bead_crops\from_video_dedup\C0023_frame005750_tag2_bead0.jpg,9,0.2622
